Method,trial_num,Bounds,Dimensions,Samples,Iterations,Function,Fitness_Value,Run_Time_Sec
HDS,44,"[(-100, 100)]",10,1000,100,F42017,422.81877234348144,16.114943981170654
HDS,44,"[(-100, 100)]",30,1000,100,F42017,769.9709148664207,15.2467520236969
Sobol,44,"[(-100, 100)]",100,1000,100,F32017,10612.860131697553,15.988502025604248
Sobol,44,"[(-100, 100)]",10,1000,100,F42017,432.9371730918817,15.358670234680176
Sobol,44,"[(-100, 100)]",30,1000,100,F42017,805.2267559458708,14.651529788970947
HDS,44,"[(-100, 100)]",10,1000,100,F52017,500.0027868334172,0.4057481288909912
Sobol,44,"[(-100, 100)]",10,1000,100,F52017,500.0108835218681,0.1971182823181152
HDS,44,"[(-100, 100)]",30,1000,100,F52017,500.04110250926834,0.6700799465179443
Sobol,44,"[(-100, 100)]",30,1000,100,F52017,500.06961357524864,0.3175818920135498
HDS,44,"[(-100, 100)]",50,1000,100,F52017,500.062380965765,0.9401919841766356
Sobol,44,"[(-100, 100)]",50,1000,100,F52017,500.0823115288813,0.4381790161132812
HDS,44,"[(-100, 100)]",100,1000,100,F52017,500.098449751196,1.9108858108520508
Sobol,44,"[(-100, 100)]",100,1000,100,F272017,5853.723260510216,164.04186916351318
Sobol,44,"[(-100, 100)]",100,1000,100,F52017,500.1425093451936,0.740576982498169
HDS,44,"[(-100, 100)]",50,1000,100,F42017,2948.216498625493,15.654595851898192
HDS,44,"[(-100, 100)]",100,1000,100,F42017,19426.762808556086,17.618648052215576
HDS,44,"[(-100, 100)]",100,1000,100,F282017,11006058625.684528,256.6578800678253
HDS,44,"[(-100, 100)]",100,1000,100,F292017,3073495117.883667,118.95206785202026
Sobol,44,"[(-100, 100)]",50,1000,100,F292017,1317115027.3468125,78.63316488265991
Sobol,44,"[(-100, 100)]",50,1000,100,F42017,2109.395912175174,15.050968885421751
HDS,44,"[(-100, 100)]",10,1000,100,F62017,647.6817539096462,16.711626052856445
HDS,44,"[(-100, 100)]",30,1000,100,F62017,2224.2432961346017,16.97188901901245
Sobol,44,"[(-100, 100)]",100,1000,100,F42017,35323.677451640615,16.169389009475708
HDS,44,"[(-100, 100)]",50,1000,100,F62017,42377.38341126766,17.153897047042847
Sobol,44,"[(-100, 100)]",50,1000,100,F282017,776174356.875003,151.09972405433655
Sobol,44,"[(-100, 100)]",10,1000,100,F62017,636.9103646711364,16.46412682533264
HDS,44,"[(-100, 100)]",100,1000,100,F62017,1932725.027124781,18.458819150924683
Sobol,44,"[(-100, 100)]",30,1000,100,F62017,3542.3906404371587,16.80673313140869
HDS,44,"[(-100, 100)]",10,1000,100,F72017,744.0,22.186118125915527
Sobol,44,"[(-100, 100)]",50,1000,100,F62017,107544.9247593606,17.55697202682495
HDS,44,"[(-100, 100)]",10,1000,100,F82017,802.3987791721246,1.1483871936798096
Sobol,44,"[(-100, 100)]",10,1000,100,F82017,801.771926301596,0.9028279781341552
Sobol,44,"[(-100, 100)]",100,1000,100,F62017,979660.6190012116,18.28856897354126
HDS,44,"[(-100, 100)]",30,1000,100,F72017,1073.3025186559792,22.11161971092224
HDS,44,"[(-100, 100)]",50,1000,100,F72017,1608.2945335796148,22.726480722427368
HDS,44,"[(-100, 100)]",30,1000,100,F82017,809.163612582962,4.928397178649902
HDS,44,"[(-100, 100)]",100,1000,100,F72017,3371.692474387684,24.46701192855835
Sobol,44,"[(-100, 100)]",30,1000,100,F82017,809.4289450056168,3.261040210723877
HDS,44,"[(-100, 100)]",50,1000,100,F82017,817.5881186789693,9.96634006500244
Sobol,44,"[(-100, 100)]",10,1000,100,F72017,726.7033001806459,22.10853910446167
Sobol,44,"[(-100, 100)]",50,1000,100,F82017,816.3466079876699,12.000044107437134
Sobol,44,"[(-100, 100)]",30,1000,100,F72017,1120.301735402431,21.051981687545776
Sobol,44,"[(-100, 100)]",50,1000,100,F72017,1698.2920033851738,21.227097988128666
HDS,44,"[(-100, 100)]",100,1000,100,F82017,911.3295701107052,18.702558994293213
Sobol,44,"[(-100, 100)]",100,1000,100,F72017,3136.8980294784824,21.84306216239929
HDS,44,"[(-100, 100)]",10,1000,100,F92017,-647.24757280208,21.191676139831543
HDS,44,"[(-100, 100)]",30,1000,100,F92017,2879.66792297246,20.71632122993469
Sobol,44,"[(-100, 100)]",100,1000,100,F82017,888.8286559435235,17.028316736221313
HDS,44,"[(-100, 100)]",50,1000,100,F92017,8315.159364135678,21.29905414581299
HDS,45,"[(-100, 100)]",10,1000,100,F102017,1102.976322696429,17.573901891708374
HDS,44,"[(-100, 100)]",100,1000,100,F92017,25554.527686151752,22.941494941711422
Sobol,44,"[(-100, 100)]",10,1000,100,F92017,-1083.8293340581604,20.768558979034424
HDS,45,"[(-100, 100)]",30,1000,100,F102017,105120.88164895326,17.561916828155518
Sobol,44,"[(-100, 100)]",30,1000,100,F92017,3543.939674064486,20.312870264053345
Sobol,45,"[(-100, 100)]",10,1000,100,F102017,1042.943274140703,17.63394808769226
Sobol,44,"[(-100, 100)]",50,1000,100,F92017,9867.544400902369,20.87912511825561
Sobol,44,"[(-100, 100)]",100,1000,100,F92017,25579.72136900724,22.091697216033936
HDS,45,"[(-100, 100)]",50,1000,100,F102017,149402.50976571726,17.99410605430603
Sobol,44,"[(-100, 100)]",100,1000,100,F292017,5094024842.989289,118.49536514282228
Sobol,45,"[(-100, 100)]",30,1000,100,F102017,129423.64931262383,17.535645961761475
HDS,45,"[(-100, 100)]",100,1000,100,F102017,2321014.3065842222,19.594761848449707
HDS,45,"[(-100, 100)]",10,1000,100,F112017,133790.67096699553,22.02928996086121
HDS,45,"[(-100, 100)]",30,1000,100,F112017,31431992.99462276,22.493316888809204
Sobol,45,"[(-100, 100)]",50,1000,100,F102017,254735.40815261137,17.835396766662598
HDS,45,"[(-100, 100)]",50,1000,100,F112017,225271084.17847115,22.835601091384888
HDS,45,"[(-100, 100)]",10,1000,100,F12017,17286.499866924285,14.33288311958313
HDS,45,"[(-100, 100)]",100,1000,100,F112017,4140772630.657635,24.2546648979187
Sobol,45,"[(-100, 100)]",100,1000,100,F102017,644230.0510178376,18.59449601173401
HDS,45,"[(-100, 100)]",30,1000,100,F12017,93261744.42994428,14.294112920761108
Sobol,45,"[(-100, 100)]",10,1000,100,F112017,73957.89824608612,21.603960275650024
Sobol,45,"[(-100, 100)]",10,1000,100,F12017,6567.54686361956,13.982769250869753
Sobol,45,"[(-100, 100)]",30,1000,100,F112017,80451141.93217807,22.20732688903809
Sobol,45,"[(-100, 100)]",50,1000,100,F112017,174978276.01283318,22.375529050827023
HDS,45,"[(-100, 100)]",50,1000,100,F12017,893624814.3139644,14.852625846862791
Sobol,45,"[(-100, 100)]",30,1000,100,F12017,101665227.86403924,14.016913175582886
HDS,45,"[(-100, 100)]",100,1000,100,F12017,41068567150.10256,15.609349012374878
Sobol,45,"[(-100, 100)]",100,1000,100,F112017,3062562862.499201,23.01708197593689
HDS,45,"[(-100, 100)]",10,1000,100,F122017,1468.0408709083365,18.535027980804443
HDS,45,"[(-100, 100)]",30,1000,100,F122017,1670143.357471824,19.40596985816956
Sobol,45,"[(-100, 100)]",50,1000,100,F12017,1928748975.4567356,15.215255975723268
HDS,45,"[(-100, 100)]",50,1000,100,F122017,3291907.728487949,20.144159078598022
Sobol,45,"[(-100, 100)]",100,1000,100,F12017,33358249156.980453,15.347223997116089
HDS,45,"[(-100, 100)]",100,1000,100,F122017,3796646982.11775,20.727139949798584
HDS,45,"[(-100, 100)]",10,1000,100,F132017,1372.548766048042,19.56889915466309
Sobol,45,"[(-100, 100)]",10,1000,100,F122017,1804.463240364835,19.02411699295044
Sobol,45,"[(-100, 100)]",30,1000,100,F122017,73991.31007253668,19.0326509475708
HDS,45,"[(-100, 100)]",30,1000,100,F132017,173345.60638080307,20.432578086853027
Sobol,45,"[(-100, 100)]",50,1000,100,F122017,33160726.326542072,18.858165979385376
HDS,45,"[(-100, 100)]",50,1000,100,F132017,2471821.272713179,21.62522912025452
Sobol,45,"[(-100, 100)]",100,1000,100,F122017,4060611768.674971,19.46021509170532
Sobol,45,"[(-100, 100)]",10,1000,100,F132017,1361.8498241094458,19.022849082946777
HDS,45,"[(-100, 100)]",10,1000,100,F142017,1707.7628508959365,18.80750203132629
HDS,45,"[(-100, 100)]",100,1000,100,F132017,27051672.743560072,26.527292251586918
Sobol,45,"[(-100, 100)]",30,1000,100,F132017,180861.62444518987,20.0885169506073
HDS,45,"[(-100, 100)]",30,1000,100,F142017,1425674.741611478,19.609181880950928
HDS,45,"[(-100, 100)]",50,1000,100,F142017,25444995.06567348,20.948303937911987
Sobol,45,"[(-100, 100)]",50,1000,100,F132017,1384470.406601174,21.80247402191162
HDS,45,"[(-100, 100)]",100,1000,100,F142017,278531428.8219343,21.197519063949585
Sobol,45,"[(-100, 100)]",10,1000,100,F142017,1746.528331040242,18.86630892753601
HDS,45,"[(-100, 100)]",10,1000,100,F152017,1337.5692677900229,18.033587217330933
Sobol,45,"[(-100, 100)]",30,1000,100,F142017,584306.9273521638,18.74825096130371
Sobol,45,"[(-100, 100)]",100,1000,100,F132017,48005926.788872935,24.866159677505493
Sobol,45,"[(-100, 100)]",50,1000,100,F142017,6709189.26916671,19.55424118041992
Sobol,45,"[(-100, 100)]",100,1000,100,F142017,230988389.2864191,19.20555710792541
Sobol,45,"[(-100, 100)]",10,1000,100,F152017,1338.146023463658,15.98254895210266
Sobol,44,"[(-100, 100)]",100,1000,100,F282017,12412926188.89395,256.63320112228394
HDS,45,"[(-100, 100)]",30,1000,100,F152017,1870.611362809964,32.954663038253784
HDS,45,"[(-100, 100)]",50,1000,100,F152017,13605.58341144886,38.81824588775635
HDS,45,"[(-100, 100)]",10,1000,100,F172017,,21.2680561542511
HDS,45,"[(-100, 100)]",10,1000,100,F162017,1857.9675225099031,44.7138991355896
HDS,45,"[(-100, 100)]",100,1000,100,F152017,94207.60253084212,53.50006818771362
Sobol,45,"[(-100, 100)]",30,1000,100,F152017,3535.4290319087886,32.893595933914185
Sobol,45,"[(-100, 100)]",10,1000,100,F172017,,20.653829097747803
Sobol,45,"[(-100, 100)]",50,1000,100,F152017,8911.814790392176,38.3974928855896
HDS,45,"[(-100, 100)]",30,1000,100,F172017,111597.88532296671,21.04208612442017
HDS,45,"[(-100, 100)]",50,1000,100,F172017,1092110.3252061848,22.05561590194702
HDS,45,"[(-100, 100)]",30,1000,100,F162017,41350.806060135605,84.10726284980774
Sobol,45,"[(-100, 100)]",10,1000,100,F162017,1475.3173381692427,45.43854117393494
HDS,45,"[(-100, 100)]",100,1000,100,F172017,23296695.7821644,23.91681694984436
Sobol,45,"[(-100, 100)]",30,1000,100,F172017,135822.779988578,21.951820135116577
Sobol,45,"[(-100, 100)]",50,1000,100,F172017,706119.0672666553,21.154072999954224
Sobol,45,"[(-100, 100)]",100,1000,100,F152017,93053.68870914428,52.87591218948364
HDS,45,"[(-100, 100)]",10,1000,100,F182017,1807.0380839514569,21.920860052108765
Sobol,45,"[(-100, 100)]",100,1000,100,F172017,19080041.42037523,21.577234029769897
HDS,45,"[(-100, 100)]",50,1000,100,F162017,174456676.85292852,121.06713604927064
Sobol,45,"[(-100, 100)]",10,1000,100,F182017,1808.4011635329623,21.79314112663269
HDS,45,"[(-100, 100)]",30,1000,100,F182017,110669.18313369136,46.25934791564941
HDS,45,"[(-100, 100)]",10,1000,100,F192017,1824.8766819517143,43.88221716880798
HDS,45,"[(-100, 100)]",50,1000,100,F182017,18345992.458721653,62.64024019241333
Sobol,45,"[(-100, 100)]",30,1000,100,F162017,87760.75250079617,83.02732682228088
Sobol,45,"[(-100, 100)]",30,1000,100,F182017,543835.5905674684,47.03057599067688
Sobol,45,"[(-100, 100)]",10,1000,100,F192017,1832.9529784478316,44.76061105728149
HDS,45,"[(-100, 100)]",100,1000,100,F182017,849428114.6944458,102.54393291473389
HDS,45,"[(-100, 100)]",10,1000,100,F202017,2130.9863582985204,9.558115005493164
HDS,45,"[(-100, 100)]",30,1000,100,F192017,3150.725957877042,81.66273427009583
Sobol,45,"[(-100, 100)]",10,1000,100,F202017,2153.155121487453,9.07156467437744
HDS,45,"[(-100, 100)]",100,1000,100,F162017,70027061465.475,214.01696300506592
Sobol,45,"[(-100, 100)]",50,1000,100,F182017,9835933.249606686,61.40237593650818
HDS,45,"[(-100, 100)]",30,1000,100,F202017,2307.4598824912227,23.102619886398315
Sobol,45,"[(-100, 100)]",50,1000,100,F162017,70084046.3053279,116.671302318573
HDS,45,"[(-100, 100)]",50,1000,100,F202017,4008.604015193088,23.723459005355835
Sobol,45,"[(-100, 100)]",30,1000,100,F202017,2360.76907309033,23.17669010162353
HDS,45,"[(-100, 100)]",100,1000,100,F202017,52158.67882522334,25.936607122421265
HDS,45,"[(-100, 100)]",10,1000,100,F212017,2212.510943169903,3.309791088104248
Sobol,45,"[(-100, 100)]",50,1000,100,F202017,4206.699442765438,23.35395884513855
Sobol,45,"[(-100, 100)]",10,1000,100,F212017,2216.6608037419887,3.4063310623168945
HDS,45,"[(-100, 100)]",50,1000,100,F192017,2702.3806639013173,119.69759392738342
Sobol,45,"[(-100, 100)]",100,1000,100,F202017,20171.885874891497,24.62058711051941
Sobol,45,"[(-100, 100)]",30,1000,100,F192017,3008.430512773245,79.98709511756897
HDS,45,"[(-100, 100)]",30,1000,100,F212017,2310.30458577782,24.35236096382141
HDS,45,"[(-100, 100)]",50,1000,100,F212017,2478.42902969498,28.81344199180603
Sobol,45,"[(-100, 100)]",100,1000,100,F182017,495148060.6861168,99.23542785644533
HDS,45,"[(-100, 100)]",10,1000,100,F22017,200.7380816504241,14.623799085617064
HDS,45,"[(-100, 100)]",30,1000,100,F22017,15438.486170390606,14.875929832458496
Sobol,45,"[(-100, 100)]",30,1000,100,F212017,2296.3102832879736,28.30702781677246
Sobol,45,"[(-100, 100)]",10,1000,100,F22017,202.1568544625278,14.583101987838743
HDS,45,"[(-100, 100)]",100,1000,100,F212017,3101.978617851576,31.91232109069824
Sobol,45,"[(-100, 100)]",50,1000,100,F212017,2443.89515819626,29.225502967834476
Sobol,45,"[(-100, 100)]",30,1000,100,F22017,21178.54959245704,15.163713216781616
HDS,45,"[(-100, 100)]",50,1000,100,F22017,72154.4369499762,16.23460602760315
HDS,45,"[(-100, 100)]",100,1000,100,F22017,254771.4936965178,17.200191974639893
HDS,45,"[(-100, 100)]",10,1000,100,F222017,2357.6708125587693,12.00091791152954
Sobol,45,"[(-100, 100)]",10,1000,100,F222017,2342.7332485573684,12.079974889755247
Sobol,45,"[(-100, 100)]",50,1000,100,F22017,58780.26251064993,15.021230220794678
Sobol,45,"[(-100, 100)]",100,1000,100,F22017,265475.6966403309,15.615195751190186
Sobol,45,"[(-100, 100)]",100,1000,100,F212017,3314.741142537481,31.397279024124146
HDS,45,"[(-100, 100)]",30,1000,100,F222017,3305.5646211980475,31.34603786468506
HDS,45,"[(-100, 100)]",10,1000,100,F232017,2445.2748987505056,10.741505146026611
Sobol,45,"[(-100, 100)]",10,1000,100,F232017,2540.119875487359,11.41356372833252
HDS,45,"[(-100, 100)]",30,1000,100,F232017,2987.714487748545,25.7253737449646
HDS,45,"[(-100, 100)]",50,1000,100,F222017,9269.650243632015,31.83137607574463
HDS,45,"[(-100, 100)]",100,1000,100,F222017,21599.66877055224,34.67902731895447
Sobol,45,"[(-100, 100)]",30,1000,100,F222017,2885.2703186574427,31.192786931991577
HDS,45,"[(-100, 100)]",100,1000,100,F192017,6045.824560532845,218.53186774253845
HDS,45,"[(-100, 100)]",50,1000,100,F232017,6381.903197712365,28.49530601501465
Sobol,45,"[(-100, 100)]",30,1000,100,F232017,3339.008566999144,27.472370862960812
Sobol,45,"[(-100, 100)]",50,1000,100,F192017,2413.5560483853224,123.1414439678192
Sobol,45,"[(-100, 100)]",50,1000,100,F222017,10125.830751597276,32.989089012146
HDS,45,"[(-100, 100)]",10,1000,100,F242017,2890.424373157159,11.858582019805908
Sobol,45,"[(-100, 100)]",100,1000,100,F222017,28655.905690793574,35.23938703536987
HDS,45,"[(-100, 100)]",100,1000,100,F232017,42864.733312838034,30.76121616363525
Sobol,45,"[(-100, 100)]",10,1000,100,F242017,2892.8505458839663,9.028323888778688
Sobol,45,"[(-100, 100)]",100,1000,100,F162017,137863069653.9446,211.020231962204
Sobol,45,"[(-100, 100)]",50,1000,100,F232017,9650.693464619442,27.61665987968445
HDS,45,"[(-100, 100)]",30,1000,100,F242017,2884.5826923387576,31.15639019012451
HDS,45,"[(-100, 100)]",10,1000,100,F252017,2968.4891592891668,22.13437795639038
HDS,45,"[(-100, 100)]",50,1000,100,F242017,3882.6170946166817,34.514744997024536
Sobol,45,"[(-100, 100)]",100,1000,100,F232017,43045.69460381392,33.59437108039856
HDS,45,"[(-100, 100)]",100,1000,100,F242017,8204.002992409823,37.269181966781616
Sobol,45,"[(-100, 100)]",10,1000,100,F252017,2973.691508287656,13.705377101898192
Sobol,45,"[(-100, 100)]",30,1000,100,F242017,2876.8680234445856,27.79709506034851
HDS,45,"[(-100, 100)]",10,1000,100,F262017,2995.33745725841,12.836801052093506
Sobol,45,"[(-100, 100)]",50,1000,100,F242017,4012.853645409669,31.703011989593502
Sobol,45,"[(-100, 100)]",10,1000,100,F262017,3006.6656395683294,11.356284141540527
Sobol,45,"[(-100, 100)]",100,1000,100,F242017,7230.881581238182,33.96397590637207
HDS,45,"[(-100, 100)]",10,1000,100,F272017,2809.7106726416946,12.942731857299805
HDS,45,"[(-100, 100)]",30,1000,100,F252017,3393.639153881564,85.8076479434967
Sobol,45,"[(-100, 100)]",10,1000,100,F272017,2826.8910052392253,14.52383804321289
HDS,45,"[(-100, 100)]",50,1000,100,F252017,4720.341034813907,113.70649814605711
HDS,45,"[(-100, 100)]",30,1000,100,F262017,3189.324791959215,87.91808485984802
HDS,45,"[(-100, 100)]",30,1000,100,F272017,2880.67389248386,65.51827716827393
HDS,45,"[(-100, 100)]",50,1000,100,F262017,3556.233764347415,138.29260897636414
Sobol,45,"[(-100, 100)]",30,1000,100,F252017,3400.127484894743,107.42048621177672
Sobol,45,"[(-100, 100)]",30,1000,100,F272017,3190.270112104205,59.711369037628174
Sobol,45,"[(-100, 100)]",100,1000,100,F192017,7999.080171204486,266.7327001094818
Sobol,45,"[(-100, 100)]",30,1000,100,F262017,3212.600576192257,112.50145602226256
HDS,45,"[(-100, 100)]",100,1000,100,F252017,19680.860629981074,216.84162282943728
Sobol,45,"[(-100, 100)]",50,1000,100,F252017,4634.216207094116,143.15754890441897
HDS,45,"[(-100, 100)]",100,1000,100,F262017,5441.367420144994,216.5119240283966
HDS,45,"[(-100, 100)]",50,1000,100,F272017,3245.7905840857675,120.0826940536499
Sobol,45,"[(-100, 100)]",50,1000,100,F262017,3897.3187245114186,126.90018773078918
HDS,45,"[(-100, 100)]",10,1000,100,F282017,4005.432517481658,82.4605438709259
HDS,45,"[(-100, 100)]",30,1000,100,F282017,2896206.1805940727,141.80271005630493
Sobol,45,"[(-100, 100)]",10,1000,100,F282017,4217.078141095543,81.68366289138794
HDS,45,"[(-100, 100)]",100,1000,100,F272017,4585.0419191047895,217.04710578918457
Sobol,45,"[(-100, 100)]",50,1000,100,F272017,3204.8712048592806,142.82667303085327
HDS,45,"[(-100, 100)]",50,1000,100,F282017,312861942.91003805,225.48598718643188
Sobol,45,"[(-100, 100)]",100,1000,100,F252017,23992.50550563657,244.4350929260254
HDS,45,"[(-100, 100)]",10,1000,100,F292017,,91.07296204566956
Sobol,45,"[(-100, 100)]",100,1000,100,F262017,4743.55899722096,245.9625658988953
Sobol,45,"[(-100, 100)]",30,1000,100,F282017,18386824.752403334,155.46425890922546
HDS,45,"[(-100, 100)]",30,1000,100,F292017,7112240.670516785,81.11786890029907
Sobol,45,"[(-100, 100)]",10,1000,100,F292017,,49.72649121284485
HDS,45,"[(-100, 100)]",10,1000,100,F32017,309.7866347048697,6.671121120452881
Sobol,45,"[(-100, 100)]",10,1000,100,F32017,309.28886867307875,6.453617811203003
HDS,45,"[(-100, 100)]",30,1000,100,F32017,344.4938158454475,16.099976062774658
HDS,45,"[(-100, 100)]",50,1000,100,F32017,1147.6972637043832,16.79640293121338
HDS,45,"[(-100, 100)]",50,1000,100,F292017,1377965984.2628124,82.39732193946838
Sobol,45,"[(-100, 100)]",30,1000,100,F32017,366.5939559690148,15.412050008773804
Sobol,45,"[(-100, 100)]",50,1000,100,F32017,919.4774402015468,17.1665461063385
HDS,45,"[(-100, 100)]",100,1000,100,F32017,5345.801280008433,17.23012089729309
HDS,45,"[(-100, 100)]",10,1000,100,F42017,431.7310737337659,15.726675987243652
Sobol,45,"[(-100, 100)]",30,1000,100,F292017,15123325.264225138,63.33062410354614
Sobol,45,"[(-100, 100)]",100,1000,100,F32017,9398.785793500816,15.79200291633606
Sobol,45,"[(-100, 100)]",10,1000,100,F42017,438.9913718408998,15.359813928604126
HDS,45,"[(-100, 100)]",30,1000,100,F42017,799.7866516227053,15.383408308029177
HDS,45,"[(-100, 100)]",50,1000,100,F42017,2270.961697721526,15.535563945770264
Sobol,45,"[(-100, 100)]",100,1000,100,F272017,4575.983884591195,194.721253156662
HDS,45,"[(-100, 100)]",10,1000,100,F52017,500.006466278253,0.5186018943786621
Sobol,45,"[(-100, 100)]",10,1000,100,F52017,500.0039594593347,0.2098479270935058
HDS,45,"[(-100, 100)]",30,1000,100,F52017,500.0270776753232,0.7564249038696289
Sobol,45,"[(-100, 100)]",30,1000,100,F52017,500.0367039967096,0.4154400825500488
HDS,45,"[(-100, 100)]",50,1000,100,F52017,500.0590803236885,1.7341430187225342
Sobol,45,"[(-100, 100)]",50,1000,100,F52017,500.09712901645486,0.6652588844299316
Sobol,45,"[(-100, 100)]",30,1000,100,F42017,665.6103104309473,18.18278288841248
HDS,45,"[(-100, 100)]",100,1000,100,F52017,500.09798139534826,3.3970770835876465
HDS,45,"[(-100, 100)]",100,1000,100,F42017,36033.33813181617,20.222295999526978
Sobol,45,"[(-100, 100)]",100,1000,100,F52017,500.1402517138662,0.7516872882843018
Sobol,45,"[(-100, 100)]",50,1000,100,F282017,849033043.5630072,157.00148916244507
HDS,45,"[(-100, 100)]",100,1000,100,F282017,22101962380.879887,323.847736120224
Sobol,45,"[(-100, 100)]",50,1000,100,F42017,5107.089313374893,19.2847318649292
HDS,45,"[(-100, 100)]",100,1000,100,F292017,5995849627.344996,123.96281504631042
Sobol,45,"[(-100, 100)]",100,1000,100,F42017,39025.72205003232,16.065988302230835
HDS,45,"[(-100, 100)]",10,1000,100,F62017,639.708742569742,17.546093940734863
HDS,45,"[(-100, 100)]",30,1000,100,F62017,2316.477071476216,17.523802995681763
Sobol,45,"[(-100, 100)]",50,1000,100,F292017,735216877.972402,83.09760999679565
HDS,45,"[(-100, 100)]",50,1000,100,F62017,188490.0443810784,17.24526309967041
HDS,45,"[(-100, 100)]",100,1000,100,F62017,1131735.2852411224,18.737828969955444
Sobol,45,"[(-100, 100)]",10,1000,100,F62017,636.7841684289258,16.871927976608276
Sobol,45,"[(-100, 100)]",30,1000,100,F62017,1971.2271586053623,17.362817764282227
HDS,45,"[(-100, 100)]",10,1000,100,F72017,734.1725398617656,20.625046968460083
HDS,45,"[(-100, 100)]",30,1000,100,F72017,1169.7288102570174,21.1246120929718
Sobol,45,"[(-100, 100)]",50,1000,100,F62017,34416.83861745742,17.044595956802368
HDS,45,"[(-100, 100)]",10,1000,100,F82017,801.4273364318078,0.7463560104370117
Sobol,45,"[(-100, 100)]",10,1000,100,F82017,801.3492902669229,0.6010439395904541
Sobol,45,"[(-100, 100)]",100,1000,100,F62017,1217199.939140916,17.708760976791382
HDS,45,"[(-100, 100)]",30,1000,100,F82017,806.549067545924,5.608224868774414
Sobol,45,"[(-100, 100)]",30,1000,100,F82017,810.4440036135568,4.265729904174805
HDS,45,"[(-100, 100)]",50,1000,100,F72017,1746.1390257617118,22.07335114479065
Sobol,45,"[(-100, 100)]",10,1000,100,F72017,731.9166939216219,20.40203595161438
HDS,45,"[(-100, 100)]",50,1000,100,F82017,819.1754778188961,14.268506050109863
HDS,45,"[(-100, 100)]",100,1000,100,F72017,2904.8148360022915,22.962295055389404
Sobol,45,"[(-100, 100)]",30,1000,100,F72017,1151.9747912688413,21.43010187149048
HDS,45,"[(-100, 100)]",100,1000,100,F82017,878.4473599283723,18.946324825286865
Sobol,45,"[(-100, 100)]",50,1000,100,F82017,816.9215761598982,12.756461143493652
Sobol,45,"[(-100, 100)]",50,1000,100,F72017,1617.2852556797773,20.961446285247803
HDS,45,"[(-100, 100)]",10,1000,100,F92017,-1344.384319423153,20.443768978118896
Sobol,45,"[(-100, 100)]",100,1000,100,F72017,3127.8226735705,22.28000807762146
HDS,45,"[(-100, 100)]",30,1000,100,F92017,4033.558776377229,21.71255707740784
Sobol,45,"[(-100, 100)]",100,1000,100,F82017,918.2906849611946,17.80133819580078
HDS,45,"[(-100, 100)]",50,1000,100,F92017,7245.773153380913,22.046661138534542
Sobol,45,"[(-100, 100)]",10,1000,100,F92017,-1280.9622948514134,20.406778812408447
HDS,46,"[(-100, 100)]",10,1000,100,F102017,1076.082894030541,17.750838041305542
HDS,45,"[(-100, 100)]",100,1000,100,F92017,25400.632288053326,24.50934910774231
Sobol,45,"[(-100, 100)]",30,1000,100,F92017,2623.179737091439,20.8433210849762
HDS,46,"[(-100, 100)]",30,1000,100,F102017,95525.512448542,17.97494101524353
Sobol,45,"[(-100, 100)]",50,1000,100,F92017,9254.54984917282,21.30027794837952
Sobol,46,"[(-100, 100)]",10,1000,100,F102017,1098.1719981183678,17.47356605529785
HDS,46,"[(-100, 100)]",50,1000,100,F102017,280156.7295902628,17.923248052597046
Sobol,45,"[(-100, 100)]",100,1000,100,F92017,25087.20083456184,21.773530960083008
HDS,46,"[(-100, 100)]",100,1000,100,F102017,1277403.1048910185,19.475159168243408
Sobol,46,"[(-100, 100)]",30,1000,100,F102017,81858.15606309922,17.36310076713562
Sobol,45,"[(-100, 100)]",100,1000,100,F292017,14053688808.64166,118.68475532531738
Sobol,46,"[(-100, 100)]",50,1000,100,F102017,261465.8921637632,17.78433585166931
HDS,46,"[(-100, 100)]",10,1000,100,F112017,50460.51968904112,21.75656008720398
HDS,46,"[(-100, 100)]",30,1000,100,F112017,36767904.89319974,22.33793878555298
Sobol,46,"[(-100, 100)]",100,1000,100,F102017,731620.328924971,18.30575108528137
HDS,46,"[(-100, 100)]",10,1000,100,F12017,16798.411357137982,14.057277917861938
HDS,46,"[(-100, 100)]",50,1000,100,F112017,227858776.98734984,23.29825592041016
HDS,46,"[(-100, 100)]",100,1000,100,F112017,7405160122.472538,24.880416870117188
HDS,46,"[(-100, 100)]",30,1000,100,F12017,45525656.34626858,15.088021039962769
Sobol,46,"[(-100, 100)]",10,1000,100,F12017,40041.4610706073,15.659169912338257
HDS,46,"[(-100, 100)]",50,1000,100,F12017,875041540.5929475,16.428624153137207
Sobol,46,"[(-100, 100)]",10,1000,100,F112017,95382.66314589365,23.97745680809021
Sobol,46,"[(-100, 100)]",30,1000,100,F112017,28473634.274733648,24.654412031173703
Sobol,46,"[(-100, 100)]",30,1000,100,F12017,81497153.05582817,16.19536280632019
Sobol,46,"[(-100, 100)]",50,1000,100,F112017,181029432.36584464,26.00579309463501
Sobol,46,"[(-100, 100)]",50,1000,100,F12017,2056138500.3057249,16.38930583000183
Sobol,46,"[(-100, 100)]",100,1000,100,F112017,4043935008.4512224,26.211037397384644
HDS,46,"[(-100, 100)]",100,1000,100,F12017,37697209997.18335,18.486060857772827
HDS,46,"[(-100, 100)]",10,1000,100,F122017,1417.4464735444897,21.147804260253903
HDS,46,"[(-100, 100)]",30,1000,100,F122017,136496.02975911374,21.357741832733154
